암흑사신펭수(kkw4****),6,스케일은 커졌는데 그다지 느낌이 없다,2020.04.26 23:32
dizi****,8,"1편에 비해 비쥬얼과 액션은 훨씬 강한데 전체적인 긴장감이 조금 부족해 중간 중간 지루한 느낌이 있었다. 여하튼, 어벤져스의 세계관이 깊어지는 과정이라 생각하며 차기작을 기대하게 했었다.",2020.04.26 22:58
백승준(heyj****),8,솔직히 어벤져스 시리즈 중에선 제일 재미없는건 맞음. 근데 웬만한 다른 영화들에 비하면 평타이상!,2020.04.24 22:47
칼국수(sang****),10,마블 진짜 최고야. 그리고 언제쯤 우리나라 SF영화가 이 수준으로 갈까? 머지 않았다고 생각한다.,2020.04.19 17:09
yong****,10,역시 최고야 다시봐도 잼있네요,2020.04.19 15:47
예건이(yegu****),6,퀵실버는 레알 볼때마다 총맞고 죽은거 ㅈㄴ이해 안되네,2020.04.19 15:38
Lina(d_d7****),10,어벤져스 백번 넘게 봐도 최고입니다,2020.04.18 22:00
seoy****,8,초반잼. 중반 핵지루. 후반잼..그나마 마블 중에선 재밌었음 여러놈 나와서 액션볼만함,2020.04.15 23:46
데수코어(dkst****),10,코어 지킬때 어벤져스들 디펜스씬 대박이었음,2020.04.15 23:23
임유빈(yubi****),10,,2020.04.15 23:07
아리랑(jsar****),10,,2020.04.03 22:30
인수마을(pure****),4,요번꺼는 투자를 많이 못받으셨음?  이번꺼는 왕왕 재미없었음,2020.04.03 20:59
인(ddd8****),2,퀵실버 왜 죽이는데....,2020.04.03 02:27
박민우(iomm****),7,전작의 매력있는 빌런 로키와 인피니트 사가 최강의 적 타노스에 비해 울트론의 캐릭터는 너무나 평면적이며 매력 없게 느껴진다.원작속 최강의 빌런의 캐릭터성을 조금더 구현해 냈더라면 하는 아쉬움.그러나 중반부 헐크버스터...,2020.03.25 02:53
곰토토(jjw0****),1,,2020.03.12 23:05
공부방해꾼출현(lhjs****),8,어벤져스 시리즈는 액션이 전부인거같다.  액션은 정말 최고..,2020.03.05 22:51
리링(skyo****),9,울트론 만큼 매력적인 악당을 만들기도 쉽지 않을거다.,2020.02.22 20:37
우준(cwjk****),10,진짜 대박임!내 인생 영화다!,2020.02.15 13:54
91ki****,10,ㅜㅡㅠ이런영화또 언제나오려나요...기다립니다어벤져스..또뵙길바래요,2020.01.24 23:05
뚜비(hioh****),10,,2020.01.10 14:26
멍지(natu****),8,간만에 생각나서 다시 봤는데어벤져스팀 한국와서 촬영한다고 했을때예전에 누가 김밥천국 합성한사진 생각나넼ㅋㅋㅋㅋ,2019.12.26 23:25
르르(k_na****),9,무능력한 캡틴 아메리카,2019.12.26 21:22
jing****,10,좋아요재미있어요베리굿나좋아요,2019.12.23 20:31
심심한사과(idle****),9,닉퓨리가 말했죠.누가 이기고 지든 문제는 생기기 마련이다.,2019.12.23 17:32
정석환(chrh****),10,"그저 너무 좋다, 마블이",2019.10.31 18:57
fabulous(oasi****),7,설정도 빈틈이 많고 쿠키도 시리즈 중 가장 못하다.,2019.10.31 13:06
햇살소년(wjdg****),9,어벤져스 타이틀을 걸고 나온 편 치곤 빌런이 쪼금 아쉽다 이미 아는 맛들 천지라 그 부분이 제일 중요했는데 마블에서 2라는 숫자란...,2019.10.21 15:15
반민특위(dma9****),9,"나중에 다시 보면 느낌이 다를가능성이 높은 영상,. 실제 2번볼때부터 또다른 모습을 볼 수 있었음 처음엔 스킵하고 싶었고",2019.10.20 22:03
직장인(oyg2****),10,재밌는건 완전 대박으로 인정하는부분인데이게 왜 5.18민주화 운동 관련 영화에 있지??(그냥 궁금해서요),2019.10.04 23:25
김형준(rosh****),8,울트론 너무 쉽게 발린것 같아 아쉽....,2019.09.19 06:52
yana****,7,무난하다고 본다...,2019.09.16 10:17
서진맘_79년_본리동(hyun****),6,루소 형제가100배더 좋다 너무 지겨워,2019.09.11 19:02
950427(a12e****),6,어벤져스 시리즈중 가장 낮은 완성도라 생각되는... 울트론은 원작처럼 이때까진 비전과 비슷하게 우호적이였다 적이되는 루트가 더 어땟나싶은...,2019.09.08 03:30
JUNE(proc****),6,"후속작의 예고편이라고 하는 평이 많은데... 차근차근 1편부터 챙겨보고 있는 나로선... 스토리도 진부하고 환상은 무슨 의미가 있는지 모르겠고, 제일 중요한 건 왜 굳이 서울에서 찍었는지 모르겠음.. 서울이 스토리 ...",2019.09.05 09:11
junsung(leej****),6,Mcu에서 찾기 힘든 흑역사 중 하나...,2019.09.01 16:30
피카츄(pika****),10,울트론부활하면셰계끝나는대?,2019.09.01 08:24
탱고와페라리(swel****),7,어벤져스의 고유명사화를 이끌다,2019.08.31 16:25
절대반지(rcan****),5,약한 빌런과 유기적이지 못한 스토리 전개,2019.08.29 16:42
쿵쿵뿜뿜(love****),8,1보다 못하지만 cg는 대박,2019.08.24 23:06
라온(js06****),10,액션미...대단합니다,2019.08.18 23:59
본좌(mins****),2,이렇게 돈많이들인 유치한 망작은 오랜만,2019.08.18 22:22
kjhg****,6,재미는 있었으나... 머랄까. 히어로가 일반 시민이 된거 같은 느낌은 히어로 물의 특수성을 완전 반감 시킴~,2019.08.18 22:16
avengers(marv****),10,"비전의 탄생. 마인드 스톤 발견. 울트론을 없애고 평화를 되찾은 어벤져스 (그 속에서 희생된 스칼렛위치 오빠 퀵 실버). 새로운 어벤져스 멤버 워 머신, 팔콘, 비전, 스칼렛위치 합류. 쿠키 영상, 건틀릿이 완성된 ...",2019.08.10 12:25
소마(soma****),10,오오오오아아아아 배리굿,2019.08.07 21:51
완치확정현석(glgl****),10,마블영화중 어벤져스1에이어 어벤져스2도 최고의명작영화 히어로들이 전체다모여서 재밌음,2019.08.06 02:50
김도현(ewq5****),10,에이지 오브 울트론은 뭔가 임팩트없고 1편에 비해 기대만큼은 아니었다는 평이 당시에는 많았으나 엔드게임까지 나열하면서 많은 탄탄대로의 설정들을 여기서 꽤 많이 풀어뒀다 시빌워 보다도 더 미래에 영향이 컸던 영화,2019.08.04 02:58
내방구모아(thom****),10,오케이!!! 초능력소녀는 계속 나오는구나!!!,2019.08.02 00:45
ppun****,10,이거   너무 재미있어요 그리고 어벤져스 진짜 좋아합니다,2019.07.29 21:38
timeist(chun****),5,액션을 강요당하는 오락 히어로물이라니,2019.07.28 20:55
세진(sj97****),1,mmnnmmnnmmn,2019.07.26 02:06
eks(ekso****),10,와내가좋아하는 스칼렛위치나옴,2019.07.23 22:25
안녕하세요(shr4****),10,정말 재미있어다볼만함.,2019.07.20 14:38
짜짜니(chtq****),10,엔드게임 이후 다시 보니 어벤져스 시리즈 중에제일 중요한 편임.... 왜 이제야 알았을까.. ㅜ,2019.07.10 22:42
음냠냠냠(cjvi****),10,몇번을다시봐도..너무멋짐..,2019.07.09 23:43
꼬마작가(tya0****),10,지금 생각해보면 긴 엔드게임 예고편.... 좋다 마블!!,2019.07.06 18:11
우정(01so****),5,한국사람이 외국영화에 나오는거 보면 오그라들어서원 오버씬 찍나 생각했네 그리고 여기 개이버잖아,2019.07.06 09:23
연우짱(ke82****),10,너무 잼있어요.감독님이 정말 천재이신듯 ㅋㅋ,2019.07.03 01:54
star****,8,"마블에 대한 편견이 깨지는 순간. 만화가 영화가, 영화가 문화가 될 수 있다.",2019.07.01 23:58
개미(kimj****),6,"원작을 안봐서 모르겟지만, 시리즈중 뭔가 동떨어진 것 같네.",2019.06.25 21:59
킹날두빛날두갓날두(htmd****),7,"여전히 아이언맨과 영웅들 느낌이 강하지만, 보다 히어로 개개인을 보여주고자 노력한 티가 난다. 그러나 그로 인해 관객들은 메인플롯에 대한 집중이 흐려지고, 어중간하게 카타르시스를 느끼게 된다. p.s 코리아 서브웨이...",2019.06.23 13:57
ㅎㄴ(ttim****),9,처음 볼땐 잘 몰랐는데 의외로 떡밥투성이;;;,2019.06.15 19:41
이재용(jyyy****),10,화려하고 스케일크고 슬로우모션으로 단체샷까지모여서 협동하고 복수하는 어벤져스를 잘 보여줬다어벤져스!! ㅇ..끝,2019.06.15 15:14
이승주(alma****),8,보면서 우리나라에 사는 내가 자랑스러웠다,2019.06.06 01:26
인당(int1****),7,1편보다는 그냥 무난한 정도~,2019.06.03 20:50
김배추씨(baec****),8,"[가장 현실적인 평점] 1~3점:쓰레기 / 4~5점:살면서 모르고 살아도 무방 / 6점:뭔가 나사빠진듯 2% 부족 / 7점:그런데로 평타 / 8점:이정도면 남에게 추천가능한 수작 / 9점:소름, 전율이 느껴지는걸작 ...",2019.05.29 11:53
진사성인출(vc10****),10,3000 세카이....!!!!,2019.05.29 11:50
CruiseDin(phmm****),10,엔드게임보고 다시 정주행했는데 이렇게 명작일수가 없습니다~~ 너무 재밌어요!,2019.05.28 23:39
이동현(dong****),10,"울트론,당신이 그립읍니다....영원히 기억하겠읍니다...",2019.05.27 18:44
Josh(josh****),10,다크나이트 7점 줬던 박평식이 8점을 줬으면 대단한 영화지,2019.05.24 19:28
충충충(choo****),6,시빌워부터 등장할 등장인물의 출처를 알기 위한 영화.,2019.05.21 21:04
트둥트둥(ychc****),6,시리즈를 잇는 다리가 되기위해 희생된 영화라는 느낌이 사라지질 않네.,2019.05.20 20:35
blac****,10,"퀵실버가 여기서 안 죽었더라면, 타노스가 손놀림 하기 전에 장갑 벗길 수 있었을 텐데.. 아이언맨 안 죽어도 됐었을텐데..",2019.05.19 22:24
an43****,10,울트론은영원이우리기억에남을것이다,2019.05.19 21:39
싱클레어(77po****),10,어벤저스 재미있다.시간가는줄 모르고 봤음.,2019.05.18 22:41
약한점프(twkp****),8,어벤져스1에비해 많이 아쉽지만 그래도 8점,2019.05.18 18:48
박소현(sp13****),6,엔드 게임 보기 전 여섯번째 영화. 너무 과하게 묵직했던 것은 아닐까 조금 산만하기도,2019.05.18 03:30
키도우센시간다무(cmj1****),7,조스웨던식 노잼유우머가 좀 많음 그것도 하필 카리스마가 넘쳐야할 울트론한테 몰빵됨,2019.05.15 04:46
KHW(hyun****),10,어벤져스 시리즈중에서는 약간 아쉬웠지만 그래도 중간을 아주 깔끔하게 연결한것같다,2019.05.14 00:25
gaia****,10,3000만큼  사랑해 마블 역대급 영화를 선보인다,2019.05.12 20:20
유플스CHA(jsch****),9,이거 찍을때 상암동에서 근무했었는데 보안이 장난아니었음 그래도 우리나라가 유명영화에 나와서 뿌듯함,2019.05.12 11:01
유리아(wkdd****),10,너무 늦게 본 감 있지만 진짜 재밌었다,2019.05.11 02:21
강태일(gsh2****),8,시즌1 보다 약간 퀼리티가 조금 떨어지지만 나름 볼만 했어요!,2019.05.09 22:58
나는야속기사(ljra****),8,"2편에서 왜 아이언맨이 욕먹었는지 이해불가다. 마블시리즈를 이어가기위한 중간단계로, 역시 재밌다",2019.05.08 01:15
젤리밤(yunu****),10,퀵실버랑 호크아이 케미 나중에라도 다시 볼 수 있으면 좋겠다,2019.05.07 16:56
망고(sks9****),10,완전재밌는데? 엔드게임보고 오니 대박...,2019.05.06 13:43
konkontinncharm(limc****),10,그저 최고라는 말밖에 할말이 없더,2019.05.06 13:23
백무영(bmy0****),10,Ending is very important,2019.05.05 22:50
star****,10,헐크....와우!예예,2019.05.05 12:55
i say 맹 u say 구(h9n5****),10,봐도봐도 꿀잼~~~♥♥♥,2019.05.04 19:00
knw2****,10,굿바이..안녕 아아아,2019.05.04 18:26
Lee(bonv****),8,엔드게임보고나서 OCN에서 해주길래 다시 보니 몇년전에 보고 슥 지나갔던 부분들이 뭔가 퍼즐맞춰지는 듯한 기분이랄까요. 1편보단 확실히 떡밥 많이 뿌리네요.,2019.05.04 01:07
짐새(tpfu****),10,다시 보니까 캡틴 마지막에 하려던 대사가 어셈블인가보네..,2019.05.04 01:01
용필(nail****),1,나  오늘 잠깐봤는데  엽기떡볶이간판나오드라근데  햐  !!ㅡ이게뭐가재밌냐  개콘이 더났다이런걸영화라고 참~~ 어이가없네캔디는 감동 이라도있지 ㅉㅊ,2019.05.04 00:17
연탄(kisa****),10,최고의영화 재밌습니다,2019.05.03 22:37
깊은(itre****),6,화려함은 여전하나 전작의 구도 같은 형태의 반복되는 양상이 다소 피로하다,2019.05.03 16:39
beautiful 갤럭시(lafa****),1,이영화가 우리나라 관객수준을 이야기한다,2019.05.03 14:38
장하다(wkdg****),10,한국배경오지는영화정말재밌네요,2019.05.03 12:17
매력쟁이(alsg****),10,최고야 미쳤어 대박이다,2019.05.03 05:50
김혜승(gptm****),10,엔드게임보고 이거 다시보면 떡밥 회수 대박입니다 ㅜㅠ역시 어벤져스 꿀잼ㅂ,2019.05.02 23:28
SENSITIVE(qjar****),1,한국 배경만 나오면 재미없음울트론 블팬등 볼거리도 없는 나라를왜 배경 삼는건지,2019.05.02 20:19
암새(lsae****),10,몇번 바두 넘 재밋어용~!,2019.05.01 23:38
강아지(didw****),5,마블영화중 거의 최악. 빌런은 포스만 쩔고 영화내에서 너무 약하게 나온데다가 매력도 그닥 없음.,2019.04.30 13:08
집중허자(ohmy****),10,어벤져스 (모두) 집합!!!,2019.04.29 19:20
sson****,6,2편은 보고 또 봐도 매장면들이 기억에 안남. 처음본 느낌,2019.04.29 01:49
변방국드록바(fkrg****),5,"지루한감이 있지만 CG현실성,액션,스케일은 역대 최고인듯..",2019.04.29 01:42
재(jin5****),6,"수현은 뭐지? 왜 갑자기 어벤져스 인 척하며 나타나는건지... ""왜 우릴(어벤져스) 죽이려하지?"" 이 대사 왜 치는거임?",2019.04.28 21:13
반달고양이(rkdt****),10,와 엔드게임 보고 다시보니까 더 재밌네마지막 캡틴아메리카나오는 장면에서 다시 소름ㅋㅋ,2019.04.28 15:21
22(zxcv****),2,빌런이 너무 쓰레기라 다시 봐도 노잼이다 개인적으로 캡1보다 쓰레기,2019.04.28 15:15
김따뚜(khj1****),10,"와씨 지금OCN으로다시봤는데 끝에토르,캡틴, 토니의 대화가....이런 떡밥이.. 진짜 마블의 떡밥회수는 기가막힘다시 모든 마블영화22편 정주행갑니다",2019.04.28 15:07
행복시작(xfil****),6,수현 목소리가 기어들어감..발성이 안되는건가 답답...,2019.04.28 14:21
오르막길(dncj****),9,외국인 사이에 껴서 그런가 수현 표정이나 말투 연기가 너무 어색해보임...,2019.04.28 14:12
반찬(raul****),10,엔드게임 보고 다시 보니까 그땐 별 생각없던 내용들이 다 중요한 내용이었네ㅋ 토니가 예언한게 맞았음,2019.04.27 20:48
TMA(yyw2****),10,재미있게 잘 봤습니다.,2019.04.27 11:37
potr****,8,시리즈 1 보다는 약한듯...,2019.04.26 22:43
ahj9****,10,토니스타크 : 울트론군단을 만들어 타노스와 싸울 준비를 해둿어야됫다.캡틴 : 놉.,2019.04.26 21:41
아헤벨겨(kkc7****),6,전작보다는 안좋기는 함,2019.04.25 13:21
세계(dhwo****),10,엔드게임을 보고 다시봐야되는 영화,2019.04.24 17:56
Planetarium(seao****),7,한국이 나올 이유가 전혀 없었던 영화,2019.04.24 16:38
Maze(ente****),7,기대만큼은 해주지만 많은 등장인물을 효과적으로 조합한 1편에 비해 장점이 줄고 단점이 늘어난 속편,2019.04.22 13:12
ivyw****,10,스케일 짱!미쳤다!,2019.04.21 15:00
채린(cher****),1,아이언맨3에서 수트 다 터뜨리고 본인 그자체로 아이언맨이라는 정체성을 확고히 다졌던 토니 스타크인데 여기선 또 울트론군단 만들기에 집착한다고?아무리 완다 때문에 환상을 봐서 그런다지만 앞뒤가 너무 안맞는데?그리고 총...,2019.04.21 13:37
mooon(dbst****),10,어벤져스 어셈블!!!!,2019.04.20 09:07
pent****,10,블랙팬서나 울트론은 둘다 재밌게본 사람이봐도 좀 평이 갈릴것 같은게 느껴지긴하네요.,2019.04.19 06:19
ㅁㄴㅁㄴㄴㄴ(vvvv****),8,어벤져스 시리즈는 항상 재밌게 보게 됨. 2편에서는 개인 이야기들을 좀 더 자세히 알 수 있어서 좋았음. 새로 합류한 캐릭터 2명의 매력은 글쎄.. 퀵실버는 엑스맨에서 훨씬 매력있었던 듯. .,2019.04.17 14:17
tar(tarc****),1,역시 어벤 감독은 루소가 갑,2019.04.14 00:53
skys****,7,1보단 부족하지만 악당조차 업그레이드 하는 영화 그리고 준비된 자비스,2019.04.13 21:44
이베리(godc****),8,솔직히 울트론 너무 매력없었다; 조스웨던은 어벤져스1 까지만 하고 물러났어야 됨.. 그래도 한국에선 크게 흥행하긴 했지만.. 볼때는 상당히 지루했고 산만했었던 기억이 나네 앤드게임은 너무 기대된다.!!,2019.04.12 21:09
Im for your(thfr****),8,액션이나 영화 흐름 다 순조롭고 너무 재미있었음.,2019.04.10 12:21
Kim(sinh****),1,보다껏다 OO노잼ㅗㅗ,2019.04.04 11:31
smile(0319****),10,어벤져스 출동~~> 멋있어요~~>,2019.04.03 08:43
birt****,6,울트론이 간지 나는 빌런인 줄 알았건만...,2019.03.31 23:24
Kate Barton(ygh1****),8,원래는 10점 이겠지만 울트론이 너무 약하게 나와 버려서 2점 깎깁니다.,2019.03.27 19:33
골로프킨(scko****),10,개명작. 인피니티 워 하고 삑까뜸.어밴져스 1 2 위 중 하나라고 봄진짜 개존잼,2019.03.26 21:25
구르죠(yyss****),8,제2의 어벤져스일대기,2019.03.26 09:05
hng(niki****),9,저는 정말 재미었어요 굿굿굿,2019.03.12 17:35
FZF(stru****),8,진정한 어벤저스 시리즈의 시작,2019.03.11 23:32
미카엘(yeon****),8,이번걸로 확실해졌다. 영화 한편 볼려고 네티즌 평점 보지 말자. 이게 뭔데 그리 찬양하는데ㅋㅋ 이 영화 감독조차도 망했다고 인정한 영환뎈ㅋㅋㅋ,2019.03.09 10:07
신짱아(hhho****),10,어벤져스에 새로들어온 정신지배하는 여자애 ㅈㄴ이쁘네;3편이기대된다.,2019.03.08 13:21
like wind(jarl****),8,전작에 비해 빌런?이 다수일뿐 약한게 아쉽지만 정말 어벤져스 합격씬은 정말 대단했어요,2019.03.03 07:12
Damien(yoos****),7,어벤져스 시리즈 몰아보기 중인데 2가 너무 많은내용 몰아 담다보니 시리즈 중에 제일 지루함....,2019.02.25 01:59
doll****,1,이 영화 때문에 조스 웨던이 마블에서 잘렸지.,2019.02.24 16:12
최강 한화(hanw****),9,내가 캡틴아메리카 윈터솔져 다음으로 많이 본 영화,2019.02.21 18:02
맹강딱(ghdr****),10,울트론도 쎄지만? 다굴엔 장사없다,2019.02.16 12:56
김주영(kjyo****),8,전편보다 아쉬운 후속작,2019.02.15 22:11
오군(oshz****),7,역시 재미있구나 한국장면은..글쎄,2019.02.10 21:34
루시퍼 악마(wngh****),7,재밌긴 한데 퀵실버가 총맞아 죽고 (ㅋㅋㅋ) 울트론이 좀 약해진거 같네 (물량이 딸림),2019.02.06 16:33
charm(char****),9,"어벤져스를 사랑하는 나라들에 대한 이벤트=어벤져스2인듯. 로봇영화 취향 아닌데 아이언맨, 어벤져스는 그냥 취향을 뛰어넘네",2019.01.29 18:11
물방울(ho12****),8,울트론은 엔드게임에 돌아온디,2019.01.27 13:29
사랑을 주는 기붐이(born****),10,역시 우리의 영우 어벤져스,2019.01.21 15:14
윤가워(ych8****),8,"어벤져스1보다는 덜 재밌지만, 그럼에도 충분히 신나게 볼 수 있는 영화",2019.01.20 22:57
2002 DGFC(busk****),1,퀵실버가 왜 총에 맞아 죽을까?,2019.01.19 21:46
영원한 부산롯데(bee6****),10,이견의 소지가 없다. 완벽한 속편이다,2019.01.18 19:10
BH072(skdl****),4,그냥 저냥 눈요기용으로 봄~,2019.01.17 13:12
장규리내꺼다(maum****),8,울트란 물량공세로 정신없어 한번 더 봐야할듯..끝이 넘 허무함..,2019.01.16 16:12
정릉정릉(hanm****),8,재밌게는 봤는데 아이언맨.. 너무 까불거리고 진지하지 못한 캐릭터 볼수록 짜증나는듯,2019.01.13 21:07
sono****,8,너왕ㅗㅎ도너유ㅓ난유ㅠ낭,2019.01.11 18:56
이두현(leed****),10,절대보지 마세요 잠을 잡니다,2019.01.09 00:28
aaaa(chal****),7,나쁘지는 않았지만 마블 영화 치고는 아쉬웠던 점이 없지않아 있네요..,2018.12.30 20:21
브릭맨(zai0****),10,인피니티워보다 2만배는 더 재미남.아이언맨의 또다른 시리즈라고 해도 괜찮~자비스가 현실세계로 나오는 과정도 괜찮고/어벤저스중에 제일 재미남,2018.12.05 09:20
해성(netp****),5,아랫님 ㅇㅈ 솔직히 이게 어벤시리즈중에서 제일 ㄴㅈ이고 제일 완성도 낮았음 3편이 제일 분위기있고 재밌더라,2018.12.03 19:01
ㅇㄹ(nick****),7,매력없는 악당과 중구난방한 이야기들... 시빌워처럼 완벽한 짜임새가 있다면 모를까 이건 도대체 뭘 말하려는지 이해못하겠다,2018.12.02 22:46
JCJJ(hchu****),4,갠적으로 마블영화중에 가장 완성도가 낮은 영화인듯 싶다.,2018.12.02 00:23
아벤타도르(jinf****),4,감독 탓인듯 개인적으로 망작이라고 생각함... 루소 감독히 했어야됬다.,2018.12.01 22:44
차녈(ax62****),1,아니...도대체 촌스럽고 싼티나는 서울은 왜 나온거냐고ㅠㅠ,2018.11.20 07:21
동전줍는징징이(kevi****),5,전설의 울트론을 중2병 환자로 만들어버리네그래도 재밌어서 5점,2018.11.06 16:14
윌(jmki****),10,"호크아이의 따뜻함 그리고 인간을넘어선 초월적인 실력과 울트론,비전 두 존재의 관계가 상당히 기억에남았던영화..",2018.10.28 05:43
soal****,6,히어로의 수적 과잉현상,2018.10.24 22:26
cookie(love****),10,퀵실버는 여기서 죽이기 아까운데,2018.10.21 01:10
하나와두리(pw12****),7,액션씬이 거진 다 비슷비슷해서 실망..,2018.10.14 19:09
스파이더맨(ljs9****),10,이 영화를 보고 나는 진정한 마블의 세계속으로 빠져드는 마니아(덕후)가 되었다 내 인생 최초로 극장에서 같은 영화를 3번 관람했다,2018.10.11 02:27
콘비즈킷(yeoj****),9,빌런이 최대 약점이다. 루소와는 다른 만화적인 액션이 매력이고 여러번 보면 보이지 않던 장면이 많다.,2018.10.10 06:39
다올(ykm3****),10,역시 소수를 위한 정의는 없다.. 3D로 보면 정말 멋질듯..,2018.09.25 21:56
끽끽이(yong****),8,어벤져스에 나온 서울의 모습. 신기하면서도 반갑다. 쌍둥이들의 능력이 좋았는데 죽어서 아쉽다.,2018.09.15 04:44
웅동(enoq****),7,윈터솔져랑 가디언즈 오브 갤럭시 다음에 이렇게 산만하고 기대 이하인 작품을 내놓을 수가 있지?,2018.09.08 23:20
쥬신(clou****),9,돈의 위력을 알려주는 영화.,2018.08.22 13:02
haha(hisp****),2,다시 보니까 어벤져스 영화 중에 이게 제일 재미없었습니다..1편과 3편이 얼마나 잘 만든 작품인지 깨닫게 해줬네요^^,2018.08.21 14:36
네이션(dydr****),9,진짜 재미있는 오락성 영화,2018.08.18 10:35
eyebono(eyeb****),8,[ S7 V9 D7 A7 ]　전편보다 화려해졌으나 못지않게 산만해졌다. 캐릭터들의 매력이 극을 이끌어가지만 집중력이 흩어지는 건 어쩔 수 없다.,2018.08.17 12:14
꼬꽈꼴라(quty****),10,진짜 이거 제 인생영화 진짜 여러번 봣는데도 질리지가 않아요ㅠㅠㅠ,2018.08.17 00:45
바카요코하마(grea****),10,캡틴 방패에 위치추적기좀 달아주셍. 던져놓고 못찾을까봐 걱정됨,2018.08.15 21:37
스크캠(skqe****),7,이제 보니까 걍 시빌워랑 인피니티워 떡밥과 이어주기 위한 희생작,2018.08.15 14:50
결국모든것은(zrlg****),8,재밋엇음 ... 울트론이 조금만더 강햇으면 좋앗을껄 아쉬움,2018.08.11 17:11
리트 LeaFMeaT(iop2****),8,재밌는데 왜 이게 네이버 광주민주화운동 영화컨텐츠에 포함되있죠?,2018.08.11 01:26
수민(dkst****),8,인피니티 워와 시빌 워 예고편.,2018.08.07 18:27
스카이(hoju****),7,영화가 전체적으로 어수선 하지만... 어벤져스는 봐야한다.,2018.07.31 17:25
활동사진(ziyo****),1,드럽게 재미없네 진짜루,2018.07.30 01:12
prince(kimh****),10,울트론.... 당신이 옳았습니다,2018.07.29 12:21
모험왕(dyki****),6,한국을 촬영하는 거 한국팬들을 위한 서비스일 뿐..,2018.07.22 15:36
디셈버(hang****),1,난 별로 재미없던데...,2018.07.16 01:15
김동윤(dong****),7,악당이 진화할수록 마블도 진화한다,2018.07.12 22:07
bin(bins****),9,"블위??배너랑 총알도 못 피하는 퀵실버,울트론은 아쉬웠지만 장점이 커버해줌",2018.07.08 17:28
주멘(wlsd****),4,초딩 입맛에 딱 맞음ㅋㅋㅋ,2018.07.01 16:09
옌디아(dnvk****),9,한국 배경 묘하네 ㅋㅋㅋㅋ 진짜 재밌었고 새로운 인물들 등장하는 것도 흥미로웠음 마블 만세,2018.06.25 04:26
삭제당한아뒤(tkrw****),8,중2병 걸린 울트론ㅋㅋ 원작에 비해 너무 매력이 부족했던 빌런...,2018.06.24 14:47
2645****,8,막시모프남매 스타크의 무기의피해자?유통의 문제지 칼로 살인나면 대장장이 목을칠까?,2018.06.19 01:08
pullu(pull****),10,재밌긴 하지만 영화빌런이 너무 약했던 영화...,2018.06.16 21:08
호랑이 파워(wpwn****),7,전 편보다는 별로지만 나쁘지는 않았다. 하지만 마블의 몇 안되는 실패작.,2018.06.14 01:53
차칸남자(mien****),5,빛 좋은 개살구같은 영화! 중간 중간 지루함을 이겨내면 화려한 액션신을 볼수있음,2018.06.12 16:41
고세영(seko****),10,완전 재미있었다~~!,2018.06.06 19:24
